audio-processed,label_y,mean_pitch,mean_energy,speech_rate
"[-376.8641662597656, 51.77956771850586, -9.167828559875488, -17.190895080566406, -14.304540634155273, 5.317779064178467, -19.51850700378418, 3.74835467338562, -13.696294784545898, -4.418162822723389, -7.93903923034668, 3.1705715656280518, 2.2890639305114746, -0.14085836708545685, 5.0753560066223145, -5.864144325256348, 1.5894899368286133, -7.338456630706787, -2.898115634918213, -8.26481819152832, -9.944518089294434, 5.275745391845703, 3.3674004077911377, 9.298955917358398, 23.962890625, 28.85091209411621, 25.733991622924805, 18.58554458618164, 11.246709823608398, 3.802248239517212, 5.230524063110352, 6.112669944763184, 9.720281600952148, 6.577730655670166, -0.6651515960693359, 0.612740695476532, 1.315053105354309, 4.457980155944824, 3.440638780593872, -1.9349080324172974]",angry,374.9937828312548,0.040559065,36
"[-442.5959167480469, 78.72594451904297, 7.553109645843506, -14.488268852233887, -7.6643452644348145, 19.99513816833496, -13.104063034057617, -10.72887134552002, -15.579480171203613, -2.706109046936035, -10.268632888793945, -4.391965389251709, -2.064723491668701, 2.193580389022827, 8.851187705993652, -2.8653953075408936, -1.4666012525558472, -0.6274033784866333, 1.279443383216858, -5.314169406890869, -9.858603477478027, -3.740084409713745, -3.0102033615112305, -3.0396552085876465, 3.4831464290618896, 4.327802658081055, 7.581315517425537, 13.641777992248535, 16.88761329650879, 15.256072998046875, 21.426218032836914, 15.043856620788574, 11.023551940917969, 7.093487739562988, -1.5256445407867432, 5.092551231384277, 3.9062745571136475, 5.8194427490234375, 5.43889856338501, -1.0156646966934204]",angry,322.02423558399664,0.034611635,40
"[-428.3165283203125, 65.38225555419922, -16.473308563232422, -12.363533020019531, -1.1242561340332031, 7.121280193328857, -17.773704528808594, -2.243760347366333, -11.564428329467773, -1.2889851331710815, -9.020992279052734, 6.253829479217529, 5.045245170593262, -0.048453085124492645, 6.287652015686035, -0.3663785755634308, -2.1445047855377197, -5.795200824737549, 0.4784606397151947, -5.768302917480469, -7.342920780181885, 4.502153396606445, -3.05572509765625, -0.6117852926254272, 5.586472034454346, 7.752039432525635, 13.36011791229248, 18.960214614868164, 20.828956604003906, 21.17735481262207, 18.371742248535156, 11.657658576965332, 11.76865291595459, 3.1806750297546387, 2.0806686878204346, 4.976297855377197, 1.5176969766616821, 3.6602234840393066, 5.527050495147705, 4.115488052368164]",angry,331.54266008224266,0.022280488,32
"[-406.6715393066406, 71.474609375, -4.225696086883545, -21.701459884643555, -14.51441478729248, 0.3048197031021118, -11.80428695678711, 5.479348182678223, -16.365617752075195, -3.889453411102295, -14.76327896118164, 0.7757373452186584, 2.0876615047454834, 7.157883644104004, 3.552075147628784, -6.511425018310547, 2.9795918464660645, -4.432851314544678, -3.491612672805786, -3.73818302154541, -12.225576400756836, 3.372274160385132, -4.818587303161621, -6.055393218994141, 7.760199546813965, 15.329293251037598, 24.18073844909668, 24.132612228393555, 24.10792350769043, 11.101476669311523, 9.400005340576172, 2.336716651916504, 9.539835929870605, 7.96602201461792, 3.11791729927063, 0.6311636567115784, -0.6321318745613098, 3.9572253227233887, 4.717473983764648, 6.53364372253418]",angry,346.27281332936644,0.033320308,35
"[-386.32769775390625, 46.730712890625, -12.909050941467285, 7.969419956207275, 1.5935519933700562, 2.9759180545806885, -19.22542381286621, -13.21401596069336, -10.510059356689453, -16.192562103271484, -3.681432008743286, -3.177696704864502, 5.364927291870117, 4.68394136428833, 0.5637630820274353, 0.6608280539512634, -1.9341155290603638, -2.625443458557129, -4.580374717712402, -4.353395462036133, -9.536989212036133, 2.759850263595581, -4.513443946838379, 1.3378883600234985, 11.26126480102539, 15.283308029174805, 25.319250106811523, 22.78416633605957, 18.60584259033203, 12.633149147033691, 4.830185413360596, 2.1925418376922607, 3.8769917488098145, 8.6322660446167, 4.570670127868652, 5.364701271057129, 0.7007328271865845, 3.4037883281707764, 7.282458782196045, 3.488870859146118]",angry,345.3719742148076,0.048477728,38
"[-421.9762268066406, 53.186614990234375, -10.817176818847656, -8.870110511779785, -13.485597610473633, 6.679239749908447, -10.687629699707031, -0.3647138774394989, -12.916914939880371, -1.1411834955215454, -12.577322959899902, 5.960254669189453, 7.5262579917907715, -0.2967320382595062, 4.864374160766602, 0.6187050938606262, -1.8157004117965698, -6.572551727294922, -1.781990885734558, -8.376471519470215, -9.183868408203125, 3.938669204711914, -1.0771863460540771, 5.25300931930542, 11.882835388183594, 18.821556091308594, 19.161890029907227, 19.463720321655273, 18.037134170532227, 11.037160873413086, 7.466131687164307, 7.196306228637695, 10.421018600463867, 6.02796745300293, 0.11328572034835815, 4.392435550689697, -0.29507389664649963, 1.6492130756378174, 7.756987571716309, 0.40479353070259094]",angry,365.8054353238728,0.02778231,35
"[-377.1650390625, 46.112876892089844, -13.684002876281738, 8.455583572387695, -1.0851058959960938, 1.9205280542373657, -21.405576705932617, -12.42001724243164, -9.687043190002441, -16.03217315673828, -2.065173625946045, -3.0926320552825928, 0.9248519539833069, 4.77178955078125, -0.5307237505912781, 0.5694311261177063, -2.3130593299865723, -2.013850212097168, -2.105825901031494, -5.5188422203063965, -8.748361587524414, 1.1797056198120117, -5.602222442626953, 1.2624324560165405, 12.320354461669922, 14.90795612335205, 22.85620880126953, 20.701250076293945, 19.943906784057617, 11.471077919006348, 6.001423358917236, 0.12896251678466797, 3.4756569862365723, 9.523580551147461, 4.802450180053711, 6.836910724639893, -1.020493984222412, 1.3531261682510376, 6.83481502532959, 3.9087278842926025]",angry,344.4548309789062,0.044015758,39
"[-393.9704895019531, 43.09048843383789, -8.483941078186035, -7.629101276397705, -4.438165664672852, 10.729969024658203, -24.398029327392578, -10.929126739501953, -7.391199111938477, -6.734253883361816, -9.030988693237305, 3.66007661819458, 0.3045353591442108, 8.19273567199707, 5.976361274719238, -9.655546188354492, 3.0918896198272705, -7.805120944976807, -4.061537742614746, -5.101520538330078, -8.975062370300293, 5.660592555999756, 2.091526508331299, 5.881532669067383, 20.967771530151367, 25.114395141601562, 22.38441276550293, 16.91323471069336, 8.466164588928223, 1.7681617736816406, 7.7614359855651855, 8.547412872314453, 8.4370756149292, 8.798371315002441, -3.9471709728240967, 0.36105912923812866, 3.5242931842803955, 4.786002159118652, 5.808591842651367, -1.52869713306427]",angry,376.04758182782473,0.028283978,36
"[-375.41265869140625, 51.1815299987793, -18.314462661743164, -8.176387786865234, -10.85032844543457, 7.914449691772461, -18.34088897705078, -1.4098573923110962, -8.612008094787598, -6.871751308441162, -8.675445556640625, -0.47524842619895935, 1.3198226690292358, -0.2576506435871124, 1.2672871351242065, -7.866145133972168, 2.1738221645355225, -8.372032165527344, 0.4505600035190582, -9.06710433959961, -7.1081929206848145, 8.22254753112793, 10.249728202819824, 20.457439422607422, 28.28847312927246, 28.439851760864258, 16.85382080078125, 7.341277599334717, 4.327416896820068, -0.8097489476203918, 7.902892112731934, 8.196698188781738, 4.718513488769531, 2.326483964920044, -8.266266822814941, 3.642296552658081, 2.6849172115325928, 3.4078922271728516, -0.15759772062301636, -6.464013576507568]",angry,397.5864196841971,0.038578298,34
"[-397.8800354003906, 51.279972076416016, -16.06546401977539, -11.248125076293945, -8.216813087463379, 2.9469707012176514, -19.720346450805664, -2.6716325283050537, -11.271611213684082, -0.8027274012565613, -11.316446304321289, 1.6340936422348022, 2.42999529838562, 0.9273595809936523, 4.866501331329346, -2.0605461597442627, -2.2102608680725098, -2.830247163772583, -3.397937774658203, -8.149063110351562, -6.0109758377075195, 1.0345004796981812, -4.639956474304199, 1.8447049856185913, 11.944696426391602, 17.90968132019043, 21.63381576538086, 24.95332145690918, 22.848052978515625, 12.095026969909668, 10.851445198059082, 7.299100399017334, 12.323857307434082, 9.32127571105957, 4.165223121643066, 1.6988667249679565, -2.797039270401001, 0.6625187397003174, 6.287512302398682, 3.266629457473755]",angry,353.52411906423583,0.026129026,34
"[-382.7142639160156, 41.572261810302734, -10.642626762390137, -3.4746100902557373, -4.033045291900635, 4.620333671569824, -18.565372467041016, -5.480435371398926, -9.603989601135254, 4.367808818817139, -11.178613662719727, 0.33830371499061584, 6.708451271057129, -2.124736785888672, 4.9592084884643555, -3.4996109008789062, -1.4377086162567139, 0.025885237380862236, 1.0235919952392578, -7.052855491638184, -6.666804313659668, 0.10378557443618774, -7.351926326751709, -1.438334584236145, 6.89215612411499, 10.864605903625488, 18.24997901916504, 20.265121459960938, 19.73758888244629, 13.388418197631836, 10.270129203796387, 7.200305938720703, 7.90313720703125, 5.359164237976074, 0.3302343189716339, 4.710022449493408, 2.28987979888916, 1.8675645589828491, 5.033187389373779, -1.3905997276306152]",angry,353.2483998824331,0.04212004,37
"[-445.00970458984375, 26.49720573425293, -2.3579838275909424, 8.954243659973145, 0.4284701943397522, 6.151710510253906, -16.119869232177734, 2.893927574157715, -7.745337009429932, -4.861260890960693, -9.270859718322754, 2.486982822418213, 1.879681944847107, 1.0183725357055664, 5.073513507843018, -0.23581188917160034, 3.8649280071258545, -3.911372423171997, -1.7170741558074951, -2.7479798793792725, -0.9726426005363464, 7.415350914001465, 4.648310661315918, 6.993834495544434, 13.977720260620117, 17.14534568786621, 16.92803192138672, 18.69533920288086, 17.06855010986328, 10.709431648254395, 8.916315078735352, 6.050848007202148, 8.276854515075684, 7.090734481811523, 0.7373696565628052, 3.476861000061035, 0.7328177690505981, 0.21537305414676666, 5.315621852874756, 2.3710153102874756]",angry,387.64182507309255,0.020102182,33
"[-407.3729248046875, 18.599306106567383, -3.596996307373047, 6.212845802307129, 6.142696857452393, 4.6897759437561035, -17.32187843322754, -1.3854049444198608, -11.980783462524414, -6.988596439361572, -11.932101249694824, -2.527338743209839, 4.235479831695557, 2.1383140087127686, -0.13438507914543152, 0.048494718968868256, 0.9548359513282776, -2.6675095558166504, -2.20092511177063, -6.940556526184082, -3.526710033416748, 6.414599895477295, 1.9833282232284546, 7.905690670013428, 18.78888702392578, 23.375829696655273, 24.38236427307129, 17.498144149780273, 11.395824432373047, 3.9594457149505615, 3.368976593017578, 3.7938053607940674, 7.756109714508057, 6.678517818450928, -2.764256000518799, -1.0119699239730835, 1.374381422996521, 2.413965940475464, 5.120809078216553, -0.6143690347671509]",angry,382.72069230465166,0.027188579,34
"[-386.9990234375, 37.64299774169922, -11.153594017028809, -0.5862772464752197, -3.9196205139160156, 3.0464890003204346, -20.10369110107422, -3.164491891860962, -11.942015647888184, -5.6969709396362305, -10.917850494384766, -0.689811646938324, 0.6507294774055481, 1.369688630104065, 1.1858184337615967, -4.403288841247559, -1.3834984302520752, -4.6043243408203125, -0.2871392071247101, -7.635754108428955, -3.759906053543091, 11.016014099121094, 12.135708808898926, 20.800045013427734, 25.713144302368164, 22.308534622192383, 14.36851978302002, 2.8835833072662354, 3.6941356658935547, 0.23368120193481445, 6.8572516441345215, 6.35915994644165, 3.7179081439971924, -0.36426156759262085, -0.9425767064094543, 4.449189186096191, 3.2330527305603027, 1.958131194114685, 0.83517986536026, -2.444268226623535]",angry,385.72349708670384,0.034632966,33
"[-404.0514831542969, 53.337486267089844, -2.773681640625, -4.553685188293457, -19.76685333251953, -2.4893152713775635, -17.841073989868164, -2.2382800579071045, -13.130691528320312, -1.1109871864318848, -11.849581718444824, 1.0968540906906128, 1.0584841966629028, -3.1837010383605957, 8.28547191619873, 2.1120011806488037, 0.5867729783058167, -3.36201810836792, -7.123470306396484, -5.859560966491699, -5.3934173583984375, 5.184814929962158, 13.238197326660156, 16.596338272094727, 23.172441482543945, 23.933008193969727, 19.131345748901367, 9.465841293334961, 6.4900970458984375, 2.7921571731567383, 6.4935383796691895, 8.842887878417969, 9.949301719665527, 2.846737861633301, -2.1835272312164307, 2.1893813610076904, 1.3130183219909668, 0.5996226668357849, 3.0402934551239014, -3.5548956394195557]",angry,386.6042573128005,0.031595737,37
"[-385.85614013671875, 46.620460510253906, -11.709094047546387, -13.846709251403809, -6.985294818878174, 11.004653930664062, -25.080650329589844, -6.687920093536377, -10.793328285217285, -9.278148651123047, -7.88775634765625, 3.512784481048584, -1.1694002151489258, 4.249928951263428, 3.1616921424865723, -4.794984340667725, 1.2751413583755493, -6.942485332489014, -3.7581002712249756, -8.964308738708496, -9.899078369140625, 3.9935266971588135, -5.509772777557373, 3.357102155685425, 16.96640396118164, 23.76858139038086, 28.852867126464844, 28.98659896850586, 19.770570755004883, 12.327221870422363, 6.545110702514648, 3.744041681289673, 9.483160972595215, 7.268094062805176, 1.213430643081665, 2.955246686935425, 0.5634704828262329, -0.6509686708450317, 5.581272602081299, 1.0107487440109253]",angry,366.2829898611076,0.035211418,40
"[-443.3282470703125, 43.84197998046875, 1.800710916519165, 5.036389350891113, 3.378889322280884, 6.568935871124268, -20.224409103393555, -1.868507981300354, -11.864232063293457, -7.084444046020508, -11.62250804901123, 3.20210599899292, 4.012060642242432, 1.4024858474731445, 5.662312030792236, -0.35475626587867737, 0.2697943150997162, -3.5170505046844482, -3.6930205821990967, -4.609833717346191, -7.83624792098999, -0.0651237964630127, -5.1766581535339355, -0.618743896484375, 8.86739730834961, 15.664395332336426, 22.395112991333008, 25.008079528808594, 24.25849723815918, 16.29890251159668, 10.932014465332031, 7.814002513885498, 8.959689140319824, 7.907804012298584, 2.919285297393799, 1.358175277709961, -1.1628398895263672, -0.40750521421432495, 10.782240867614746, 3.3106415271759033]",angry,422.6920638815973,0.02354626,33
"[-419.0349426269531, 44.203330993652344, -3.9052493572235107, -3.4932990074157715, 2.9456305503845215, 5.622006893157959, -25.976619720458984, -5.550120830535889, -10.108546257019043, -1.5540637969970703, -10.376675605773926, 3.547450542449951, 3.2771451473236084, 4.028952121734619, 4.0655646324157715, -6.357154369354248, 1.4501463174819946, -2.915999174118042, -3.717991352081299, -8.436758041381836, -9.418262481689453, 4.261856555938721, -1.997652292251587, 5.404876708984375, 17.69687843322754, 21.494991302490234, 22.71668243408203, 19.729034423828125, 13.964820861816406, 10.093332290649414, 7.2610626220703125, 3.6543033123016357, 7.788412570953369, 6.323134422302246, 0.6898283362388611, 5.535822868347168, 3.882136821746826, 2.537952184677124, 5.624636173248291, 0.4089239239692688]",angry,366.6070299898549,0.030851014,34
"[-415.9513854980469, 44.09132766723633, -6.501291751861572, -6.476443290710449, -0.45876434445381165, 9.102768898010254, -22.67970085144043, -2.651128053665161, -7.3544487953186035, -2.250046491622925, -4.921555995941162, 1.0480188131332397, -1.8609551191329956, 2.1222264766693115, 4.203181743621826, -7.675061225891113, 1.9498391151428223, -3.907083749771118, -2.993196964263916, -8.062341690063477, -6.976273536682129, 6.661637306213379, 9.720978736877441, 17.04010581970215, 28.229093551635742, 26.86093521118164, 15.554381370544434, 8.817316055297852, 1.8234426975250244, -2.461153507232666, 6.290841579437256, 8.13298225402832, 6.305610179901123, 1.8250212669372559, -3.391172409057617, 4.411880970001221, 4.0593485832214355, 4.089428901672363, 0.7967096567153931, -3.131662607192993]",angry,386.6477085155128,0.03397042,36
"[-438.1544189453125, 28.62816047668457, 3.1427619457244873, 5.684605121612549, 6.7315473556518555, 7.6437458992004395, -19.52326774597168, 0.5441185235977173, -10.598605155944824, -6.452912330627441, -11.703254699707031, 1.1235994100570679, -0.29470789432525635, 2.7767655849456787, -0.0733560249209404, -2.114048480987549, 2.7860403060913086, -3.681553363800049, -0.9827861189842224, -3.3177809715270996, -5.501872539520264, 5.211501121520996, 3.0729408264160156, 6.558618545532227, 15.604487419128418, 19.329347610473633, 21.790935516357422, 22.209308624267578, 17.33638572692871, 7.1917243003845215, 7.001274585723877, -2.9879517555236816, 5.3353962898254395, 9.644556999206543, 0.7615486979484558, 0.35147085785865784, -1.9759230613708496, 1.0974266529083252, 4.376678943634033, 3.9012792110443115]",angry,368.1914831253918,0.02663507,32
"[-401.552978515625, 61.116600036621094, -12.977956771850586, -10.527990341186523, -6.404193878173828, 8.26874828338623, -21.141738891601562, -2.894986867904663, -12.604146003723145, -3.1063942909240723, -5.81997537612915, 1.0508558750152588, -4.4806809425354, -3.5033607482910156, 1.2087236642837524, -4.615413665771484, 1.2904702425003052, -4.386502265930176, -1.078818917274475, -9.782389640808105, -10.023533821105957, 5.3741350173950195, -0.8111532330513, 5.9937310218811035, 20.640918731689453, 24.598318099975586, 25.724056243896484, 23.585514068603516, 12.588319778442383, -1.918168067932129, 2.7911882400512695, 2.602078437805176, 9.328161239624023, 9.276835441589355, -2.730178117752075, 2.0581772327423096, -0.8484233617782593, 4.945521354675293, 7.450068473815918, -1.9892635345458984]",angry,359.57458948999925,0.035641607,41
"[-398.16583251953125, 40.01363754272461, -5.7899274826049805, 2.7011094093322754, -3.82784104347229, 3.262730121612549, -21.03851890563965, -16.61818504333496, -8.473207473754883, -8.3184232711792, 2.8010895252227783, 1.4809969663619995, 0.01161506213247776, 2.5220539569854736, -0.26301997900009155, 0.9256757497787476, -2.6907451152801514, -2.312782049179077, -4.320171356201172, -6.349162578582764, -11.011866569519043, -2.162930727005005, -5.0056915283203125, 6.247000694274902, 19.319177627563477, 24.2032527923584, 31.032772064208984, 25.197452545166016, 14.782207489013672, 4.622066974639893, 1.0458252429962158, 1.4354785680770874, 4.796342849731445, 9.556862831115723, -0.18708622455596924, 2.4543778896331787, 0.6318383812904358, 4.806508541107178, 7.044405937194824, 1.0355108976364136]",angry,360.01481273562007,0.0449449,34
"[-470.2868957519531, 42.84745407104492, 0.9435156583786011, 8.944416046142578, -0.02453450858592987, 8.44858169555664, -18.5351505279541, -0.7986646294593811, -8.68817138671875, -2.888498544692993, -7.997828483581543, 4.519008159637451, 6.543193340301514, 3.1428024768829346, 5.789423942565918, 0.28597593307495117, -1.710448145866394, -4.608091354370117, -2.728992462158203, -2.9843807220458984, -3.1545233726501465, 6.214170932769775, -0.2301551252603531, 1.2715198993682861, 7.298651695251465, 9.990614891052246, 12.902626037597656, 16.41868782043457, 20.0024356842041, 16.443607330322266, 12.81174373626709, 10.253218650817871, 8.290969848632812, 7.1860151290893555, 6.245517253875732, 2.5223488807678223, -2.5027358531951904, 0.04981569945812225, 8.118240356445312, 1.7842048406600952]",angry,358.4848386579,0.017947054,29
"[-461.50262451171875, 60.38859176635742, -2.597503423690796, -2.126960515975952, -7.826439380645752, 6.794954299926758, -13.338884353637695, -1.0335453748703003, -10.02680492401123, -4.212162017822266, -7.827004909515381, 5.030571460723877, 3.412348985671997, -1.0888088941574097, 3.8429417610168457, 0.3183179497718811, -5.223659515380859, -7.570478439331055, 0.3089333474636078, -6.011588096618652, -6.569103240966797, 0.4158698320388794, -3.5952341556549072, 0.6621814370155334, 6.991161346435547, 17.033708572387695, 19.222637176513672, 18.75322723388672, 18.501577377319336, 11.356759071350098, 11.551088333129883, 11.892345428466797, 11.47918701171875, 5.947915554046631, 2.166219472885132, 1.8334696292877197, -0.23089580237865448, 3.125605583190918, 8.073107719421387, 0.026542946696281433]",angry,350.80168706705246,0.02059256,33
"[-393.1114807128906, 58.953697204589844, -7.101776599884033, -3.1067960262298584, -15.835397720336914, 7.711624622344971, -14.087160110473633, -15.233752250671387, -12.650432586669922, -11.983869552612305, 0.17050151526927948, 2.608793020248413, 3.584949254989624, -1.2676650285720825, 1.0068947076797485, 3.504621744155884, -4.885517120361328, -5.217244625091553, -2.5258915424346924, -4.957542419433594, -10.801752090454102, -0.7901120781898499, -7.033913612365723, 1.4776424169540405, 13.907772064208984, 15.408398628234863, 22.739168167114258, 18.35784149169922, 18.922958374023438, 9.543967247009277, 8.151678085327148, 5.598917484283447, 3.1885650157928467, 9.205702781677246, 1.1710888147354126, 4.521827220916748, 2.304774045944214, 5.257260322570801, 7.058127403259277, 1.5971059799194336]",angry,344.9991891595838,0.05246695,40
