,speech,label
24,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_cool_angry.wav,angry
25,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_dab_angry.wav,angry
26,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_date_angry.wav,angry
27,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_dead_angry.wav,angry
28,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_death_angry.wav,angry
29,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_deep_angry.wav,angry
30,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_dime_angry.wav,angry
31,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_dip_angry.wav,angry
32,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_ditch_angry.wav,angry
33,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_dodge_angry.wav,angry
34,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_dog_angry.wav,angry
35,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_doll_angry.wav,angry
36,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_door_angry.wav,angry
37,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_fail_angry.wav,angry
38,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_fall_angry.wav,angry
39,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_far_angry.wav,angry
40,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_fat_angry.wav,angry
41,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_fit_angry.wav,angry
42,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_five_angry.wav,angry
43,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_food_angry.wav,angry
44,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_gap_angry.wav,angry
45,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_gas_angry.wav,angry
46,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_gaze_angry.wav,angry
47,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_germ_angry.wav,angry
48,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_get_angry.wav,angry
49,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_gin_angry.wav,angry
50,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_goal_angry.wav,angry
51,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_good_angry.wav,angry
52,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_goose_angry.wav,angry
53,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_gun_angry.wav,angry
54,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_half_angry.wav,angry
55,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hall_angry.wav,angry
56,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hash_angry.wav,angry
57,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hate_angry.wav,angry
58,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_have_angry.wav,angry
59,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_haze_angry.wav,angry
60,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hire_angry.wav,angry
61,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hit_angry.wav,angry
62,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hole_angry.wav,angry
63,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_home_angry.wav,angry
64,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hurl_angry.wav,angry
65,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_hush_angry.wav,angry
66,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_jail_angry.wav,angry
67,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_jar_angry.wav,angry
68,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_join_angry.wav,angry
69,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_judge_angry.wav,angry
70,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_jug_angry.wav,angry
71,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_juice_angry.wav,angry
72,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_keen_angry.wav,angry
73,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_keep_angry.wav,angry
74,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_keg_angry.wav,angry
75,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_kick_angry.wav,angry
76,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_kill_angry.wav,angry
77,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_king_angry.wav,angry
78,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_kite_angry.wav,angry
79,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_knock_angry.wav,angry
80,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_late_angry.wav,angry
81,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_laud_angry.wav,angry
82,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_lean_angry.wav,angry
83,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_learn_angry.wav,angry
84,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_lease_angry.wav,angry
85,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_lid_angry.wav,angry
86,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_life_angry.wav,angry
87,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_limb_angry.wav,angry
88,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_live_angry.wav,angry
89,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_loaf_angry.wav,angry
90,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_long_angry.wav,angry
91,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_lore_angry.wav,angry
92,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_lose_angry.wav,angry
93,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_lot_angry.wav,angry
94,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_love_angry.wav,angry
95,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_luck_angry.wav,angry
96,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_make_angry.wav,angry
97,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_match_angry.wav,angry
98,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_merge_angry.wav,angry
99,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mess_angry.wav,angry
100,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_met_angry.wav,angry
101,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mill_angry.wav,angry
102,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mob_angry.wav,angry
103,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mode_angry.wav,angry
104,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mood_angry.wav,angry
105,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_moon_angry.wav,angry
106,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mop_angry.wav,angry
107,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_mouse_angry.wav,angry
108,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_nag_angry.wav,angry
109,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_name_angry.wav,angry
110,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_near_angry.wav,angry
111,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_neat_angry.wav,angry
112,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_nice_angry.wav,angry
113,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_note_angry.wav,angry
114,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_numb_angry.wav,angry
115,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pad_angry.wav,angry
116,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_page_angry.wav,angry
117,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pain_angry.wav,angry
118,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pass_angry.wav,angry
119,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pearl_angry.wav,angry
120,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_peg_angry.wav,angry
121,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_perch_angry.wav,angry
122,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_phone_angry.wav,angry
123,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pick_angry.wav,angry
124,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pike_angry.wav,angry
125,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pole_angry.wav,angry
126,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_pool_angry.wav,angry
127,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_puff_angry.wav,angry
128,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rag_angry.wav,angry
129,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_raid_angry.wav,angry
130,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rain_angry.wav,angry
131,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_raise_angry.wav,angry
132,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rat_angry.wav,angry
133,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_reach_angry.wav,angry
134,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_read_angry.wav,angry
135,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_red_angry.wav,angry
136,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_ring_angry.wav,angry
137,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_ripe_angry.wav,angry
138,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_road_angry.wav,angry
139,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_room_angry.wav,angry
140,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rose_angry.wav,angry
141,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rot_angry.wav,angry
142,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rough_angry.wav,angry
143,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_rush_angry.wav,angry
144,C:\Users\KADAK SINGH\.cache\kagglehub\datasets\ejlok1\toronto-emotional-speech-set-tess\versions\1\TESS Toronto emotional speech set data\OAF_angry\OAF_said_angry.wav,angry
